episode,global_step,ep_reward,ep_native,ep_material,ep_moves,ep_len,epsilon,mean_loss,reward_ma100
55,112000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
56,114000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
57,116000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
58,118000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
59,120000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
60,122000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
61,124000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
62,126000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
63,128000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
64,130000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
65,132000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
66,134000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
67,136000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
68,138000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
69,140000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
70,142000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
71,144000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
72,146000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
73,148000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
74,150000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
75,152000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
76,154000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
77,156000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
78,158000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
79,160000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
80,162000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
81,164000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
82,166000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
83,168000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
84,170000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
85,172000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
86,174000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
87,176000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
88,178000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
89,180000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
90,182000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
91,184000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
92,186000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
93,188000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
94,190000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
95,192000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
96,194000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
97,196000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
98,198000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
99,200000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
100,202000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
101,204000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
102,206000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
103,208000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
104,210000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
105,212000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
106,214000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
107,216000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
108,218000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
109,220000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
110,222000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
111,224000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
112,226000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
113,228000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
114,230000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
115,232000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
116,234000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
117,236000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
118,238000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
119,240000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
120,242000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
121,244000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
122,246000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
123,248000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
124,250000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
125,252000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
126,254000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
127,256000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
128,258000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
129,260000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
130,262000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
131,264000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
132,266000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
133,268000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
134,270000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
135,272000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
136,274000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
137,276000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
138,278000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
139,280000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
140,282000,0.0,0.0,0.0,0,2000,0.0,0.0,0.0
